Date,Price
2025-06-17,38366.68
2025-06-18,38364.16
2025-06-19,38858.52
2025-06-20,38472.25
2025-06-23,38260.69
2025-06-24,38779.18
2025-06-25,38904.18
2025-06-26,39072.14
2025-06-27,39866.36
2025-06-30,40550.79
2025-07-01,40340.64
2025-07-02,39631.17
2025-07-03,39796.75
2025-07-04,39994.64
2025-07-07,39729.56
2025-07-08,39542.07
2025-07-09,39942.8
2025-07-10,39795.75
2025-07-11,39886.54
2025-07-14,39416.1
2025-07-15,39525.83
2025-07-16,39734.74
2025-07-17,39492.02
2025-07-18,40072.39
2025-07-22,39864.63
2025-07-23,40189.18
2025-07-24,41657.98
2025-07-25,41760.58
2025-07-28,41515.91
2025-07-29,40767.77
2025-07-30,40744.53
2025-07-31,40693.0
2025-08-01,41029.84
2025-08-04,40118.81
2025-08-05,40521.0
2025-08-06,40430.46
2025-08-07,40668.19
2025-08-08,41283.7
2025-08-12,42098.32
2025-08-13,43090.91
2025-08-14,43129.18
2025-08-15,42866.38
2025-08-18,43452.9
2025-08-19,43846.55
2025-08-20,43400.66
2025-08-21,42783.26
2025-08-22,42629.81
2025-08-25,42977.27
2025-08-26,42619.66
2025-08-27,42476.09
2025-08-28,42308.14
2025-08-29,42774.29
2025-09-01,42362.71
2025-09-02,42299.63
2025-09-03,42085.66
2025-09-04,42093.7
2025-09-05,42983.47
2025-09-08,43451.07
2025-09-09,43907.55
2025-09-10,43513.16
2025-09-11,43876.22
2025-09-12,44803.3
2025-09-16,44948.85
2025-09-17,44751.84
2025-09-18,44910.5
2025-09-19,45634.29
2025-09-22,45193.77
2025-09-24,45484.41
2025-09-25,45600.07
2025-09-26,45634.2
2025-09-29,45113.29
2025-09-30,45054.96
2025-10-01,44831.95
2025-10-02,44736.03
2025-10-03,45042.54
2025-10-06,46636.07
2025-10-07,48281.12
2025-10-08,47925.22
2025-10-09,48035.42
2025-10-10,48510.72
2025-10-14,47446.73
2025-10-15,47002.3
2025-10-16,48107.44
2025-10-17,47820.97
2025-10-20,48332.71
2025-10-21,49675.43
2025-10-22,49252.03
2025-10-23,48866.58
2025-10-24,49095.27
2025-10-27,49905.8
2025-10-28,50357.15
2025-10-29,50453.64
2025-10-30,51146.27
2025-10-31,51629.8
2025-11-04,52294.31
2025-11-05,51291.39
2025-11-06,50792.55
2025-11-07,50524.31
2025-11-10,50645.27
2025-11-11,51314.04
2025-11-12,50988.53
2025-11-13,51013.15
2025-11-14,50767.74
2025-11-17,50282.39
2025-11-18,49812.95
2025-11-19,48822.88
2025-11-20,49129.29
2025-11-21,49251.26
2025-11-25,49113.82
2025-11-26,49012.25
2025-11-27,49868.79
2025-11-28,50218.96
2025-12-01,50318.59
2025-12-02,49494.58
2025-12-03,49540.64
2025-12-04,49942.94
2025-12-05,50530.34
2025-12-08,50643.09
2025-12-09,50677.36
2025-12-10,50878.66
2025-12-11,50818.39
